Number of Records,Session End Date,Session Start Date,Booking,Clickouts,Session,Session End Time,Session Start Time
1,30-12-1899,30-12-1899,0,3,20170503009848,03:50:19,03:48:18
1,30-12-1899,30-12-1899,0,3,20170503002957,03:50:35,03:48:49
1,30-12-1899,30-12-1899,0,3,20170503008215,03:51:02,03:47:37
1,30-12-1899,30-12-1899,0,3,20170503001873,03:51:10,03:48:05
1,30-12-1899,30-12-1899,0,3,20170503006554,03:51:23,03:47:56
1,30-12-1899,30-12-1899,0,3,20170503009349,03:51:54,03:47:42
1,30-12-1899,30-12-1899,0,3,20170503003567,03:52:09,03:47:49
1,30-12-1899,30-12-1899,0,3,20170503005614,03:52:46,03:49:55
1,30-12-1899,30-12-1899,0,3,20170503006776,03:53:53,03:49:52
1,30-12-1899,30-12-1899,0,3,20170503005353,03:54:28,03:51:41
1,30-12-1899,30-12-1899,0,3,20170503004989,03:54:35,03:52:31
1,30-12-1899,30-12-1899,0,3,20170503009941,03:55:02,03:50:18
1,30-12-1899,30-12-1899,0,3,20170503009712,03:55:18,03:53:01
1,30-12-1899,30-12-1899,0,3,20170503009791,03:55:19,03:53:02
1,30-12-1899,30-12-1899,0,3,20170503009266,03:55:27,03:52:05
1,30-12-1899,30-12-1899,0,3,20170503004590,03:55:51,03:53:31
1,30-12-1899,30-12-1899,0,3,20170503002813,03:56:43,03:54:24
1,30-12-1899,30-12-1899,0,3,20170503006522,03:56:56,03:54:44
1,30-12-1899,30-12-1899,0,3,20170503003943,03:57:04,03:54:35
1,30-12-1899,30-12-1899,0,3,20170503004039,03:57:18,03:56:29
1,30-12-1899,30-12-1899,0,3,20170503004577,03:57:33,03:55:23
1,30-12-1899,30-12-1899,0,3,20170503005931,03:58:20,03:56:34
1,30-12-1899,30-12-1899,0,3,20170503009491,03:58:34,03:55:44
1,30-12-1899,30-12-1899,0,3,20170503006652,03:59:01,03:56:31
1,30-12-1899,30-12-1899,0,3,20170503005465,03:59:06,03:56:59
1,30-12-1899,30-12-1899,0,3,20170503008137,03:59:41,03:56:29
1,30-12-1899,30-12-1899,0,3,20170503001461,03:59:54,03:58:06
1,30-12-1899,30-12-1899,0,3,20170503008093,03:59:57,03:57:55
1,30-12-1899,30-12-1899,0,3,20170503008155,04:00:18,03:57:38
1,30-12-1899,30-12-1899,0,3,20170503009990,04:00:27,03:57:46
1,30-12-1899,30-12-1899,0,3,20170503003384,04:01:07,03:57:56
1,30-12-1899,30-12-1899,0,3,20170503001538,04:01:12,04:00:20
1,30-12-1899,30-12-1899,0,3,20170503002684,04:01:38,03:58:27
1,30-12-1899,30-12-1899,0,3,20170503002335,04:02:14,03:58:41
1,30-12-1899,30-12-1899,0,3,20170503006634,04:02:52,04:00:05
1,30-12-1899,30-12-1899,0,3,20170503001190,04:02:55,04:00:07
1,30-12-1899,30-12-1899,0,3,20170503005450,04:02:55,04:00:33
1,30-12-1899,30-12-1899,0,3,20170503006404,04:03:19,04:00:14
1,30-12-1899,30-12-1899,0,3,20170503002217,04:03:19,04:01:29
1,30-12-1899,30-12-1899,0,3,20170503004872,04:03:39,04:00:48
1,30-12-1899,30-12-1899,0,3,20170503004547,04:03:52,04:00:45
1,30-12-1899,30-12-1899,0,3,20170503008552,04:04:46,04:01:14
1,30-12-1899,30-12-1899,0,3,20170503007266,04:05:18,04:00:58
1,30-12-1899,30-12-1899,0,3,20170503008595,04:05:54,04:01:32
1,30-12-1899,30-12-1899,0,3,20170503001609,04:06:03,04:04:03
1,30-12-1899,30-12-1899,0,3,20170503007575,04:06:04,04:01:09
1,30-12-1899,30-12-1899,0,3,20170503002231,04:06:37,04:02:57
1,30-12-1899,30-12-1899,0,3,20170503005487,04:08:27,04:06:55
1,30-12-1899,30-12-1899,0,3,20170503008397,04:09:03,04:05:14
1,30-12-1899,30-12-1899,0,3,20170503002043,04:09:27,04:06:00
1,30-12-1899,30-12-1899,0,3,20170503006857,04:10:48,04:08:02
1,30-12-1899,30-12-1899,0,3,20170503004742,04:11:05,04:06:49
1,30-12-1899,30-12-1899,0,3,20170503002850,04:11:43,04:07:55
1,30-12-1899,30-12-1899,0,3,20170503008620,04:12:07,04:09:08
1,30-12-1899,30-12-1899,0,3,20170503001777,04:13:33,04:11:59
1,30-12-1899,30-12-1899,0,3,20170503005413,04:13:37,04:10:53
1,30-12-1899,30-12-1899,0,3,20170503004418,04:13:42,04:11:36
1,30-12-1899,30-12-1899,0,3,20170503007774,04:14:54,04:12:09
1,30-12-1899,30-12-1899,0,3,20170503006414,04:15:45,04:11:15
1,30-12-1899,30-12-1899,0,3,20170503001619,04:15:51,04:14:00
1,30-12-1899,30-12-1899,0,3,20170503005335,04:16:15,04:13:09
1,30-12-1899,30-12-1899,0,3,20170503002180,04:17:04,04:14:08
1,30-12-1899,30-12-1899,0,3,20170503007498,04:17:14,04:17:12
1,30-12-1899,30-12-1899,0,3,20170503008018,04:18:18,04:14:18
1,30-12-1899,30-12-1899,0,3,20170503002932,04:18:26,04:16:39
1,30-12-1899,30-12-1899,0,3,20170503002495,04:18:31,04:13:30
1,30-12-1899,30-12-1899,0,3,20170503006142,04:18:41,04:16:22
1,30-12-1899,30-12-1899,0,3,20170503008909,04:18:53,04:16:05
1,30-12-1899,30-12-1899,0,3,20170503007577,04:20:54,04:17:12
1,30-12-1899,30-12-1899,0,3,20170503003279,04:21:02,04:17:02
1,30-12-1899,30-12-1899,0,3,20170503005386,04:21:21,04:17:18
1,30-12-1899,30-12-1899,0,3,20170503006521,04:21:21,04:19:27
1,30-12-1899,30-12-1899,0,3,20170503006467,04:22:50,04:19:33
1,30-12-1899,30-12-1899,0,3,20170503005255,04:23:34,04:21:16
1,30-12-1899,30-12-1899,0,3,20170503004671,04:23:37,04:20:54
1,30-12-1899,30-12-1899,0,3,20170503002368,04:23:44,04:21:16
1,30-12-1899,30-12-1899,0,3,20170503004538,04:23:47,04:21:03
1,30-12-1899,30-12-1899,0,3,20170503005329,04:25:00,04:22:43
1,30-12-1899,30-12-1899,0,3,20170503007055,04:25:10,04:19:45
1,30-12-1899,30-12-1899,0,3,20170503004790,04:25:16,04:23:41
1,30-12-1899,30-12-1899,0,3,20170503008196,04:25:54,04:23:56
1,30-12-1899,30-12-1899,0,3,20170503007393,04:25:55,04:23:45
1,30-12-1899,30-12-1899,0,3,20170503009178,04:27:34,04:23:00
1,30-12-1899,30-12-1899,0,3,20170503002770,04:27:50,04:24:03
1,30-12-1899,30-12-1899,0,3,20170503008197,04:28:32,04:26:39
1,30-12-1899,30-12-1899,0,3,20170503009418,04:28:53,04:25:27
1,30-12-1899,30-12-1899,0,3,20170503009640,04:29:29,04:27:43
1,30-12-1899,30-12-1899,0,3,20170503001338,04:31:17,04:27:03
1,30-12-1899,30-12-1899,0,3,20170503003237,04:31:53,04:29:25
1,30-12-1899,30-12-1899,0,3,20170503009016,04:33:04,04:29:39
1,30-12-1899,30-12-1899,0,3,20170503002446,04:33:40,04:29:54
1,30-12-1899,30-12-1899,0,3,20170503002860,04:34:10,04:30:27
1,30-12-1899,30-12-1899,0,3,20170503001167,04:35:25,04:32:46
1,30-12-1899,30-12-1899,0,3,20170503007631,04:36:14,04:34:01
1,30-12-1899,30-12-1899,0,3,20170503006781,04:36:30,04:32:16
1,30-12-1899,30-12-1899,0,3,20170503002232,04:37:15,04:31:32
1,30-12-1899,30-12-1899,0,3,20170503009012,04:37:20,04:35:51
1,30-12-1899,30-12-1899,0,3,20170503001947,04:38:05,04:33:01
1,30-12-1899,30-12-1899,0,3,20170503003983,04:38:50,04:36:19
1,30-12-1899,30-12-1899,0,3,20170503008800,04:39:01,04:37:39
1,30-12-1899,30-12-1899,0,3,20170503001324,04:39:15,04:37:16
1,30-12-1899,30-12-1899,0,3,20170503002479,04:39:20,04:34:30
1,30-12-1899,30-12-1899,0,3,20170503006930,04:39:27,04:36:59
1,30-12-1899,30-12-1899,0,3,20170503007780,04:39:34,04:35:39
1,30-12-1899,30-12-1899,0,3,20170503009420,04:39:57,04:36:44
1,30-12-1899,30-12-1899,0,3,20170503009248,04:40:56,04:35:58
1,30-12-1899,30-12-1899,0,3,20170503006544,04:41:08,04:36:08
1,30-12-1899,30-12-1899,0,3,20170503009141,04:41:34,04:38:34
1,30-12-1899,30-12-1899,0,3,20170503005059,04:41:42,04:38:37
1,30-12-1899,30-12-1899,0,3,20170503008175,04:41:51,04:38:08
1,30-12-1899,30-12-1899,0,3,20170503003444,04:43:17,04:39:27
1,30-12-1899,30-12-1899,0,3,20170503007956,04:43:22,04:39:31
1,30-12-1899,30-12-1899,0,3,20170503001601,04:44:26,04:40:18
1,30-12-1899,30-12-1899,0,3,20170503007925,04:44:37,04:40:43
1,30-12-1899,30-12-1899,0,3,20170503002230,04:45:47,04:42:49
1,30-12-1899,30-12-1899,0,3,20170503005723,04:47:42,04:45:34
1,30-12-1899,30-12-1899,0,3,20170503005261,04:47:54,04:42:09
1,30-12-1899,30-12-1899,0,3,20170503009189,04:48:20,04:45:29
1,30-12-1899,30-12-1899,0,3,20170503007958,04:48:49,04:45:49
1,30-12-1899,30-12-1899,0,3,20170503003622,04:51:43,04:47:32
1,30-12-1899,30-12-1899,0,3,20170503003216,04:53:23,04:51:21
1,30-12-1899,30-12-1899,0,3,20170503006405,04:54:08,04:50:50
1,30-12-1899,30-12-1899,0,3,20170503009871,04:54:46,04:50:56
1,30-12-1899,30-12-1899,0,3,20170503004769,04:56:06,04:51:54
1,30-12-1899,30-12-1899,0,3,20170503008724,04:56:15,04:54:01
1,30-12-1899,30-12-1899,0,3,20170503003365,04:57:13,04:55:38
1,30-12-1899,30-12-1899,0,3,20170503004292,04:57:16,04:55:13
1,30-12-1899,30-12-1899,0,3,20170503003528,04:57:38,04:56:43
1,30-12-1899,30-12-1899,0,3,20170503006501,04:58:15,04:55:01
1,30-12-1899,30-12-1899,0,3,20170503003587,04:58:17,04:54:47
1,30-12-1899,30-12-1899,0,3,20170503001883,04:59:39,04:55:27
1,30-12-1899,30-12-1899,0,3,20170503003980,05:02:14,04:58:29
1,30-12-1899,30-12-1899,0,3,20170503008468,05:03:47,05:01:09
1,30-12-1899,30-12-1899,0,3,20170503009207,05:03:52,05:00:36
1,30-12-1899,30-12-1899,0,3,20170503001865,05:04:06,05:01:44
1,30-12-1899,30-12-1899,0,3,20170503005875,05:05:23,05:00:44
1,30-12-1899,30-12-1899,0,3,20170503002974,05:05:29,05:00:55
1,30-12-1899,30-12-1899,0,3,20170503008793,05:05:46,05:02:27
1,30-12-1899,30-12-1899,0,3,20170503003292,05:06:05,05:03:00
1,30-12-1899,30-12-1899,0,3,20170503001492,05:06:11,05:03:03
1,30-12-1899,30-12-1899,0,3,20170503002808,05:08:02,05:05:32
1,30-12-1899,30-12-1899,0,3,20170503009505,05:08:45,05:06:00
1,30-12-1899,30-12-1899,0,3,20170503001407,05:09:25,05:06:33
1,30-12-1899,30-12-1899,0,3,20170503006406,05:10:07,05:07:03
1,30-12-1899,30-12-1899,0,3,20170503006871,05:10:10,05:07:15
1,30-12-1899,30-12-1899,0,3,20170503004037,05:10:21,05:06:54
1,30-12-1899,30-12-1899,0,3,20170503004272,05:10:26,05:08:08
1,30-12-1899,30-12-1899,0,3,20170503005812,05:10:43,05:06:39
1,30-12-1899,30-12-1899,0,3,20170503006633,05:11:26,05:10:50
1,30-12-1899,30-12-1899,0,3,20170503001431,05:11:50,05:09:42
1,30-12-1899,30-12-1899,0,3,20170503004591,05:12:04,05:10:51
1,30-12-1899,30-12-1899,0,3,20170503007335,05:12:08,05:08:50
1,30-12-1899,30-12-1899,0,3,20170503006491,05:12:13,05:09:57
1,30-12-1899,30-12-1899,0,3,20170503004786,05:13:04,05:10:20
1,30-12-1899,30-12-1899,0,3,20170503007646,05:13:11,05:09:50
1,30-12-1899,30-12-1899,0,3,20170503006877,05:13:24,05:11:33
1,30-12-1899,30-12-1899,0,3,20170503007907,05:13:25,05:11:31
1,30-12-1899,30-12-1899,0,3,20170503004631,05:14:48,05:08:40
1,30-12-1899,30-12-1899,0,3,20170503008911,05:14:50,05:11:06
1,30-12-1899,30-12-1899,0,3,20170503004509,05:15:54,05:11:05
1,30-12-1899,30-12-1899,0,3,20170503005717,05:16:31,05:14:05
1,30-12-1899,30-12-1899,0,3,20170503007776,05:17:06,05:14:56
1,30-12-1899,30-12-1899,0,3,20170503007729,05:17:44,05:14:05
1,30-12-1899,30-12-1899,0,3,20170503001458,05:17:59,05:15:34
1,30-12-1899,30-12-1899,0,3,20170503004772,05:18:14,05:15:34
1,30-12-1899,30-12-1899,0,3,20170503007849,05:18:27,05:17:44
1,30-12-1899,30-12-1899,0,3,20170503001704,05:18:58,05:15:26
1,30-12-1899,30-12-1899,0,3,20170503009269,05:19:07,05:16:13
1,30-12-1899,30-12-1899,0,3,20170503005302,05:19:36,05:18:26
1,30-12-1899,30-12-1899,0,3,20170503006189,05:20:12,05:15:59
1,30-12-1899,30-12-1899,0,3,20170503004828,05:20:31,05:18:12
1,30-12-1899,30-12-1899,0,3,20170503007100,05:21:17,05:17:48
1,30-12-1899,30-12-1899,0,3,20170503009710,05:21:34,05:18:56
1,30-12-1899,30-12-1899,0,3,20170503005375,05:21:47,05:18:23
1,30-12-1899,30-12-1899,0,3,20170503006294,05:21:48,05:20:38
1,30-12-1899,30-12-1899,0,3,20170503007013,05:21:50,05:17:03
1,30-12-1899,30-12-1899,0,3,20170503006556,05:21:56,05:19:45
1,30-12-1899,30-12-1899,0,3,20170503009966,05:22:13,05:20:35
1,30-12-1899,30-12-1899,0,3,20170503001168,05:23:29,05:19:22
1,30-12-1899,30-12-1899,0,3,20170503007170,05:23:46,05:19:53
1,30-12-1899,30-12-1899,0,3,20170503006668,05:24:42,05:22:58
1,30-12-1899,30-12-1899,0,3,20170503004416,05:25:23,05:20:58
1,30-12-1899,30-12-1899,0,3,20170503004355,05:25:40,05:22:40
1,30-12-1899,30-12-1899,0,3,20170503001003,05:26:23,05:22:41
1,30-12-1899,30-12-1899,0,3,20170503009724,05:26:44,05:23:21
1,30-12-1899,30-12-1899,0,3,20170503002037,05:27:05,05:24:01
1,30-12-1899,30-12-1899,0,3,20170503007735,05:27:05,05:24:15
1,30-12-1899,30-12-1899,0,3,20170503009866,05:27:07,05:24:09
1,30-12-1899,30-12-1899,0,3,20170503001420,05:29:06,05:25:18
1,30-12-1899,30-12-1899,0,3,20170503002763,05:29:16,05:27:18
1,30-12-1899,30-12-1899,0,3,20170503008761,05:29:41,05:27:40
1,30-12-1899,30-12-1899,0,3,20170503008293,05:30:39,05:27:09
1,30-12-1899,30-12-1899,0,3,20170503008951,05:30:49,05:27:01
1,30-12-1899,30-12-1899,0,3,20170503009424,05:31:22,05:28:45
1,30-12-1899,30-12-1899,0,3,20170503009716,05:31:41,05:29:03
1,30-12-1899,30-12-1899,0,3,20170503003630,05:32:32,05:31:20
1,30-12-1899,30-12-1899,0,3,20170503006140,05:32:41,05:29:07
1,30-12-1899,30-12-1899,0,3,20170503004275,05:32:47,05:28:48
1,30-12-1899,30-12-1899,0,3,20170503009806,05:34:40,05:30:24
1,30-12-1899,30-12-1899,0,3,20170503008278,05:34:55,05:31:31
1,30-12-1899,30-12-1899,0,3,20170503006648,05:35:17,05:32:59
1,30-12-1899,30-12-1899,0,3,20170503002017,05:35:30,05:32:03
1,30-12-1899,30-12-1899,0,3,20170503006739,05:36:31,05:35:08
1,30-12-1899,30-12-1899,0,3,20170503005400,05:37:30,05:33:40
1,30-12-1899,30-12-1899,0,3,20170503009611,05:37:35,05:35:53
1,30-12-1899,30-12-1899,0,3,20170503009213,05:39:16,05:36:13
1,30-12-1899,30-12-1899,0,3,20170503001015,05:39:29,05:36:46
1,30-12-1899,30-12-1899,0,3,20170503001035,05:39:47,05:35:27
1,30-12-1899,30-12-1899,0,3,20170503009835,05:39:56,05:37:48
1,30-12-1899,30-12-1899,0,3,20170503001905,05:40:19,05:37:54
1,30-12-1899,30-12-1899,0,3,20170503001007,05:40:53,05:39:46
1,30-12-1899,30-12-1899,0,3,20170503004377,05:41:04,05:38:47
1,30-12-1899,30-12-1899,0,3,20170503003427,05:41:09,05:38:01
1,30-12-1899,30-12-1899,0,3,20170503004007,05:42:01,05:39:06
1,30-12-1899,30-12-1899,0,3,20170503007869,05:42:10,05:40:19
1,30-12-1899,30-12-1899,0,3,20170503006379,05:43:38,05:41:48
1,30-12-1899,30-12-1899,0,3,20170503001916,05:44:34,05:41:00
1,30-12-1899,30-12-1899,0,3,20170503006241,05:46:11,05:43:35
1,30-12-1899,30-12-1899,0,3,20170503005692,05:46:24,05:43:51
1,30-12-1899,30-12-1899,0,3,20170503002122,05:46:35,05:44:02
1,30-12-1899,30-12-1899,0,3,20170503003190,05:46:47,05:41:27
1,30-12-1899,30-12-1899,0,3,20170503001747,05:47:40,05:45:25
1,30-12-1899,30-12-1899,0,3,20170503008688,05:48:21,05:44:30
1,30-12-1899,30-12-1899,0,3,20170503003826,05:49:34,05:44:10
1,30-12-1899,30-12-1899,0,3,20170503001225,05:49:49,05:47:47
1,30-12-1899,30-12-1899,0,3,20170503003257,05:49:54,05:48:48
1,30-12-1899,30-12-1899,0,3,20170503006183,05:50:52,05:48:26
1,30-12-1899,30-12-1899,0,3,20170503001794,05:51:45,05:48:56
1,30-12-1899,30-12-1899,0,3,20170503008082,05:52:09,05:48:12
1,30-12-1899,30-12-1899,0,3,20170503006025,05:52:44,05:48:25
1,30-12-1899,30-12-1899,0,3,20170503001379,05:52:58,05:50:07
1,30-12-1899,30-12-1899,0,3,20170503004855,05:53:05,05:51:09
1,30-12-1899,30-12-1899,0,3,20170503002324,05:53:50,05:52:05
1,30-12-1899,30-12-1899,0,3,20170503002575,05:54:09,05:50:46
1,30-12-1899,30-12-1899,0,3,20170503006059,05:54:36,05:51:53
1,30-12-1899,30-12-1899,0,3,20170503004737,05:56:48,05:54:37
1,30-12-1899,30-12-1899,0,3,20170503008489,05:58:08,05:55:55
1,30-12-1899,30-12-1899,0,3,20170503004470,05:58:42,05:56:29
1,30-12-1899,30-12-1899,0,3,20170503006291,05:59:48,05:56:58
1,30-12-1899,30-12-1899,0,3,20170503009049,06:03:21,05:58:54
1,30-12-1899,30-12-1899,0,3,20170503002205,06:03:29,06:01:11
1,30-12-1899,30-12-1899,0,3,20170503008253,06:03:49,06:00:05
1,30-12-1899,30-12-1899,0,3,20170503002106,06:04:00,06:02:51
1,30-12-1899,30-12-1899,0,3,20170503001162,06:04:29,06:00:17
1,30-12-1899,30-12-1899,0,3,20170503009350,06:05:02,06:02:18
1,30-12-1899,30-12-1899,0,3,20170503005476,06:05:35,06:01:47
1,30-12-1899,30-12-1899,0,3,20170503009118,06:07:52,06:05:11
1,30-12-1899,30-12-1899,0,3,20170503002223,06:07:54,06:05:16
1,30-12-1899,30-12-1899,0,3,20170503005079,06:08:32,06:07:12
1,30-12-1899,30-12-1899,0,3,20170503003979,06:09:00,06:05:54
1,30-12-1899,30-12-1899,0,3,20170503008160,06:09:30,06:06:59
1,30-12-1899,30-12-1899,0,3,20170503008829,06:09:32,06:05:34
1,30-12-1899,30-12-1899,0,3,20170503006683,06:10:04,06:09:00
1,30-12-1899,30-12-1899,0,3,20170503007803,06:10:58,06:06:04
1,30-12-1899,30-12-1899,0,3,20170503004352,06:11:24,06:09:37
1,30-12-1899,30-12-1899,0,3,20170503001668,06:12:41,06:08:58
1,30-12-1899,30-12-1899,0,3,20170503002782,06:12:55,06:09:05
1,30-12-1899,30-12-1899,0,3,20170503002802,06:13:24,06:09:24
1,30-12-1899,30-12-1899,0,3,20170503001410,06:13:34,06:10:49
1,30-12-1899,30-12-1899,0,3,20170503003059,06:14:07,06:12:29
1,30-12-1899,30-12-1899,0,3,20170503005474,06:14:50,06:12:54
1,30-12-1899,30-12-1899,0,3,20170503009663,06:15:01,06:10:31
1,30-12-1899,30-12-1899,0,3,20170503003062,06:15:30,06:12:26
1,30-12-1899,30-12-1899,0,3,20170503008008,06:15:32,06:11:20
1,30-12-1899,30-12-1899,0,3,20170503005438,06:16:18,06:11:58
1,30-12-1899,30-12-1899,0,3,20170503003949,06:16:31,06:13:36
1,30-12-1899,30-12-1899,0,3,20170503002085,06:16:42,06:12:56
1,30-12-1899,30-12-1899,0,3,20170503009161,06:17:05,06:15:51
1,30-12-1899,30-12-1899,0,3,20170503008377,06:17:13,06:13:29
1,30-12-1899,30-12-1899,0,3,20170503007860,06:17:47,06:13:31
1,30-12-1899,30-12-1899,0,3,20170503005783,06:17:53,06:16:51
1,30-12-1899,30-12-1899,0,3,20170503009362,06:18:35,06:16:33
1,30-12-1899,30-12-1899,0,3,20170503002297,06:18:46,06:17:29
1,30-12-1899,30-12-1899,0,3,20170503002794,06:18:47,06:14:49
1,30-12-1899,30-12-1899,0,3,20170503002204,06:18:48,06:14:41
1,30-12-1899,30-12-1899,0,3,20170503005823,06:19:26,06:14:22
1,30-12-1899,30-12-1899,0,3,20170503004079,06:19:44,06:16:59
1,30-12-1899,30-12-1899,0,3,20170503004133,06:21:36,06:17:33
1,30-12-1899,30-12-1899,0,3,20170503005508,06:21:46,06:19:24
1,30-12-1899,30-12-1899,0,3,20170503007235,06:24:42,06:20:25
1,30-12-1899,30-12-1899,0,3,20170503008420,06:24:43,06:22:01
1,30-12-1899,30-12-1899,0,3,20170503003358,06:27:09,06:23:30
1,30-12-1899,30-12-1899,0,3,20170503009962,06:27:53,06:24:07
1,30-12-1899,30-12-1899,0,3,20170503004799,06:28:49,06:26:22
1,30-12-1899,30-12-1899,0,3,20170503005077,06:28:50,06:27:04
1,30-12-1899,30-12-1899,0,3,20170503001674,06:29:01,06:25:08
1,30-12-1899,30-12-1899,0,3,20170503002728,06:30:41,06:27:13
1,30-12-1899,30-12-1899,0,3,20170503007285,06:31:20,06:25:55
1,30-12-1899,30-12-1899,0,3,20170503001133,06:31:54,06:28:38
1,30-12-1899,30-12-1899,0,3,20170503007224,06:31:54,06:29:26
1,30-12-1899,30-12-1899,0,3,20170503006708,06:31:59,06:26:56
1,30-12-1899,30-12-1899,0,3,20170503008839,06:32:05,06:28:14
1,30-12-1899,30-12-1899,0,3,20170503008544,06:32:36,06:29:30
1,30-12-1899,30-12-1899,0,3,20170503008128,06:35:04,06:32:15
1,30-12-1899,30-12-1899,0,3,20170503003196,06:35:25,06:32:07
1,30-12-1899,30-12-1899,0,3,20170503004373,06:35:41,06:33:51
1,30-12-1899,30-12-1899,0,3,20170503001138,06:36:30,06:34:52
1,30-12-1899,30-12-1899,0,3,20170503002502,06:36:37,06:34:48
1,30-12-1899,30-12-1899,0,3,20170503007603,06:36:38,06:31:36
1,30-12-1899,30-12-1899,0,3,20170503006089,06:37:40,06:34:20
1,30-12-1899,30-12-1899,0,3,20170503007894,06:37:49,06:34:29
1,30-12-1899,30-12-1899,0,3,20170503003260,06:37:56,06:35:17
1,30-12-1899,30-12-1899,0,3,20170503005711,06:40:03,06:38:25
1,30-12-1899,30-12-1899,0,3,20170503004734,06:40:10,06:37:35
1,30-12-1899,30-12-1899,0,3,20170503005763,06:40:12,06:37:34
1,30-12-1899,30-12-1899,0,3,20170503009260,06:40:33,06:37:00
1,30-12-1899,30-12-1899,0,3,20170503001740,06:41:30,06:37:54
1,30-12-1899,30-12-1899,0,3,20170503004350,06:41:31,06:40:35
1,30-12-1899,30-12-1899,0,3,20170503006615,06:41:45,06:37:55
1,30-12-1899,30-12-1899,0,3,20170503007530,06:42:00,06:38:38
1,30-12-1899,30-12-1899,0,3,20170503001126,06:42:23,06:40:23
1,30-12-1899,30-12-1899,0,3,20170503004916,06:42:38,06:37:51
1,30-12-1899,30-12-1899,0,3,20170503009051,06:42:50,06:39:05
1,30-12-1899,30-12-1899,0,3,20170503007841,06:44:27,06:40:19
1,30-12-1899,30-12-1899,0,3,20170503005750,06:45:16,06:43:11
1,30-12-1899,30-12-1899,0,3,20170503002811,06:45:25,06:42:53
1,30-12-1899,30-12-1899,0,3,20170503002265,06:46:10,06:43:15
1,30-12-1899,30-12-1899,0,3,20170503004360,06:46:34,06:43:08
1,30-12-1899,30-12-1899,0,3,20170503003676,06:46:53,06:44:22
1,30-12-1899,30-12-1899,0,3,20170503008086,06:47:17,06:42:46
1,30-12-1899,30-12-1899,0,3,20170503008943,06:47:24,06:43:19
1,30-12-1899,30-12-1899,0,3,20170503006951,06:47:28,06:44:58
1,30-12-1899,30-12-1899,0,3,20170503005953,06:47:39,06:44:35
1,30-12-1899,30-12-1899,0,3,20170503006072,06:47:41,06:45:31
1,30-12-1899,30-12-1899,0,3,20170503008932,06:47:44,06:43:16
1,30-12-1899,30-12-1899,0,3,20170503003863,06:51:19,06:50:22
1,30-12-1899,30-12-1899,0,3,20170503005742,06:51:22,06:47:45
1,30-12-1899,30-12-1899,0,3,20170503002858,06:51:41,06:50:11
1,30-12-1899,30-12-1899,0,3,20170503005886,06:52:55,06:48:05
1,30-12-1899,30-12-1899,0,3,20170503003299,06:52:55,06:50:07
1,30-12-1899,30-12-1899,0,3,20170503004222,06:54:30,06:50:25
1,30-12-1899,30-12-1899,0,3,20170503007718,06:55:15,06:52:40
1,30-12-1899,30-12-1899,0,3,20170503007617,06:56:22,06:54:47
1,30-12-1899,30-12-1899,0,3,20170503003272,06:57:21,06:54:14
1,30-12-1899,30-12-1899,0,3,20170503006235,06:57:32,06:54:23
1,30-12-1899,30-12-1899,0,3,20170503009522,06:58:05,06:56:08
1,30-12-1899,30-12-1899,0,3,20170503008319,06:58:26,06:54:43
1,30-12-1899,30-12-1899,0,3,20170503009075,06:59:33,06:56:31
1,30-12-1899,30-12-1899,0,3,20170503008920,06:59:42,06:58:40
1,30-12-1899,30-12-1899,0,3,20170503006698,06:59:44,06:55:27
1,30-12-1899,30-12-1899,0,3,20170503007023,06:59:53,06:55:57
1,30-12-1899,30-12-1899,0,3,20170503001428,06:59:55,06:54:16
1,30-12-1899,30-12-1899,0,3,20170503002065,07:00:09,06:57:08
1,30-12-1899,30-12-1899,0,3,20170503008341,07:00:26,06:56:53
1,30-12-1899,30-12-1899,0,3,20170503009342,07:00:28,06:58:55
1,30-12-1899,30-12-1899,0,3,20170503001050,07:00:41,06:58:33
1,30-12-1899,30-12-1899,0,3,20170503005153,07:00:53,06:58:46
1,30-12-1899,30-12-1899,0,3,20170503008248,07:01:32,06:56:45
1,30-12-1899,30-12-1899,0,3,20170503008410,07:02:13,07:00:16
1,30-12-1899,30-12-1899,0,3,20170503006621,07:02:20,07:00:05
1,30-12-1899,30-12-1899,0,3,20170503004440,07:02:43,07:00:12
1,30-12-1899,30-12-1899,0,3,20170503006939,07:03:07,06:59:23
1,30-12-1899,30-12-1899,0,3,20170503003603,07:03:19,07:01:00
1,30-12-1899,30-12-1899,0,3,20170503004511,07:06:03,07:01:51
1,30-12-1899,30-12-1899,0,3,20170503001065,07:06:03,07:04:16
1,30-12-1899,30-12-1899,0,3,20170503007654,07:07:08,07:04:06
1,30-12-1899,30-12-1899,0,3,20170503003653,07:07:23,07:04:01
1,30-12-1899,30-12-1899,0,3,20170503009238,07:07:42,07:05:30
1,30-12-1899,30-12-1899,0,3,20170503008025,07:07:43,07:06:05
1,30-12-1899,30-12-1899,0,3,20170503006574,07:08:12,07:06:01
1,30-12-1899,30-12-1899,0,3,20170503001041,07:08:57,07:04:44
1,30-12-1899,30-12-1899,0,3,20170503001213,07:09:11,07:05:12
1,30-12-1899,30-12-1899,0,3,20170503003891,07:09:16,07:06:12
1,30-12-1899,30-12-1899,0,3,20170503008636,07:09:25,07:05:50
1,30-12-1899,30-12-1899,0,3,20170503001033,07:09:56,07:06:49
1,30-12-1899,30-12-1899,0,3,20170503002209,07:10:06,07:05:48
1,30-12-1899,30-12-1899,0,3,20170503004142,07:10:21,07:07:52
